id,name,water,coordinates
relation/78140,Кужозеро,lake,"Polygon ((37.3173414 60.9159748, 37.3175131 60.9173933, 37.3219763 60.9181442, 37.3236929 60.9189786, 37.3216329 60.9203135, 37.320603 60.9211478, 37.3199163 60.9218987, 37.3207746 60.9227329, 37.3324476 60.9236506, 37.3439402 60.9258088, 37.3461611 60.9274813, 37.3512996 60.9291924, 37.3542406 60.9305711, 37.3576204 60.9314015, 37.3657499 60.932659, 37.3690115 60.9344938, 37.3666082 60.9371623, 37.3638616 60.9384965, 37.3573385 60.93883, 37.353562 60.9393303, 37.3510985 60.9385303, 37.3497279 60.9375023, 37.3463609 60.9362879, 37.3365675 60.9359948, 37.3298199 60.9357404, 37.3238645 60.9379962, 37.319573 60.9404142, 37.3159681 60.9426654, 37.3156248 60.9442495, 37.3235212 60.9441661, 37.3260961 60.9470005, 37.3219763 60.9502515, 37.319058 60.951085, 37.3179301 60.9511458, 37.3128782 60.9514184, 37.307385 60.9515851, 37.3041235 60.951085, 37.3025785 60.9494179, 37.2981153 60.9485844, 37.2958837 60.9480008, 37.2909055 60.947334, 37.2924505 60.9454166, 37.2921072 60.9443328, 37.2883306 60.9434157, 37.2843824 60.9422485, 37.2818075 60.9409145, 37.2788893 60.9384131, 37.2814642 60.9365786, 37.2891889 60.9355779, 37.2946821 60.9349941, 37.2996603 60.9333262, 37.298802 60.9325756, 37.2941671 60.930991, 37.2933088 60.9286556, 37.3008619 60.9284054, 37.3037802 60.9262366, 37.3077284 60.9254024, 37.309445 60.9224827, 37.3187147 60.9206472, 37.3152815 60.9197295, 37.3106466 60.9201467, 37.3115049 60.917727, 37.3151098 60.916392, 37.3164831 60.915641, 37.3173414 60.9159748),(37.2962271 60.9430823, 37.3003469 60.9443328, 37.3054968 60.9441661, 37.307385 60.9437492, 37.3046385 60.9422485, 37.3030935 60.940581, 37.2994886 60.9393303, 37.2946821 60.9402475, 37.2934805 60.941915, 37.2962271 60.9430823))"
