system:index,area,date,lake_id,.geo
00000000000000000029_20210107T090249_20210107T090248_T36VXN,0.00043045316784638075,2021-01-07,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210107T090249_20210107T090248_T37VCG,0.0004414469987810936,2021-01-07,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210107T090249_20210107T090248_T37VCH,0.0004414469987810936,2021-01-07,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210117T090219_20210117T090217_T36VXN,0.0015047088376973778,2021-01-17,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210117T090219_20210117T090217_T37VCG,0.0015042698025258332,2021-01-17,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210117T090219_20210117T090217_T37VCH,0.0015042698025258332,2021-01-17,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210119T085301_20210119T085304_T36VXN,2.230406848268031e-06,2021-01-19,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210119T085301_20210119T085304_T37VCG,2.3810352127279443e-06,2021-01-19,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210119T085301_20210119T085304_T37VCH,2.3810352127279443e-06,2021-01-19,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210119T085301_20210119T085322_T36VXN,2.230406848268031e-06,2021-01-19,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210119T085301_20210119T085322_T37VCG,2.3810352127279443e-06,2021-01-19,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210119T085301_20210119T085322_T37VCH,2.3810352127279443e-06,2021-01-19,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210208T085121_20210208T085122_T36VXN,0.0001539773168503824,2021-02-39,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210208T085121_20210208T085122_T37VCG,0.00014840576695518293,2021-02-39,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210208T085121_20210208T085122_T37VCH,0.00014840576695518293,2021-02-39,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210208T085121_20210208T085321_T36VXN,0.0001539773168503824,2021-02-39,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210208T085121_20210208T085321_T37VCG,0.00014840576695518293,2021-02-39,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210208T085121_20210208T085321_T37VCH,0.00014840576695518293,2021-02-39,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210214T091051_20210214T091051_T36VXN,0.0002835882023516143,2021-02-45,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210214T091051_20210214T091051_T37VCG,0.0002842115398688616,2021-02-45,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210214T091051_20210214T091051_T37VCH,0.0002842115398688616,2021-02-45,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210218T085021_20210218T085018_T37VCG,3.031211426098264e-06,2021-02-49,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210218T085021_20210218T085018_T37VCH,3.031211426098264e-06,2021-02-49,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210219T091019_20210219T091018_T36VXN,0.00019868290725435844,2021-02-50,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210219T091019_20210219T091018_T37VCG,0.00020182470498861352,2021-02-50,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210219T091019_20210219T091018_T37VCH,0.00020182470498861352,2021-02-50,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210303T085851_20210303T085851_T36VXN,0.00020302130733339393,2021-03-62,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210303T085851_20210303T085851_T37VCG,0.0002005679321804125,2021-03-62,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210303T085851_20210303T085851_T37VCH,0.0002005679321804125,2021-03-62,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210306T090831_20210306T090833_T36VXN,0.00012546540593030308,2021-03-65,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210306T090831_20210306T090833_T37VCG,0.0001283556149502764,2021-03-65,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210306T090831_20210306T090833_T37VCH,0.0001305960609069859,2021-03-65,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210308T085719_20210308T085729_T36VXN,2.1364533937775908e-05,2021-03-67,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210308T085719_20210308T085729_T37VCG,2.35818366728759e-05,2021-03-67,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210308T085719_20210308T085729_T37VCH,2.35818366728759e-05,2021-03-67,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210311T090659_20210311T090701_T36VXN,8.480861399062132e-05,2021-03-70,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210311T090659_20210311T090701_T37VCG,8.344127262185356e-05,2021-03-70,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210311T090659_20210311T090701_T37VCH,8.344127262185356e-05,2021-03-70,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210313T085741_20210313T085739_T36VXN,9.359911197626055e-05,2021-03-72,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210313T085741_20210313T085739_T37VCG,8.18067123408384e-05,2021-03-72,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210313T085741_20210313T085739_T37VCH,8.18067123408384e-05,2021-03-72,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210323T085621_20210323T085624_T36VXN,5.373201003070728e-05,2021-03-82,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210323T085621_20210323T085624_T37VCG,5.814617443255536e-05,2021-03-82,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210323T085621_20210323T085624_T37VCH,5.814617443255536e-05,2021-03-82,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210328T085559_20210328T085659_T36VXN,0.00034571600573332775,2021-03-87,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210328T085559_20210328T085659_T37VCG,0.0003519602646505162,2021-03-87,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210328T085559_20210328T085659_T37VCH,0.0003519602646505162,2021-03-87,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210405T090551_20210405T090550_T36VXN,0.0005364601126487801,2021-04-95,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210405T090551_20210405T090550_T37VCG,0.0005041705011594753,2021-04-95,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210405T090551_20210405T090550_T37VCH,0.0005046888810653271,2021-04-95,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210410T090549_20210410T090934_T36VXN,2.862669564921808e-05,2021-04-100,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210410T090549_20210410T090934_T37VCG,2.409131734004866e-05,2021-04-100,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210410T090549_20210410T090934_T37VCH,2.409131734004866e-05,2021-04-100,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210412T085551_20210412T085550_T36VXN,0.0014173096838578088,2021-04-102,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210412T085551_20210412T085550_T37VCG,0.0014091168037444655,2021-04-102,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210412T085551_20210412T085550_T37VCH,0.0014064106857757748,2021-04-102,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210415T090551_20210415T090548_T36VXN,0.0012064735780345447,2021-04-105,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210415T090551_20210415T090548_T37VCG,0.0011829811312749443,2021-04-105,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210415T090551_20210415T090548_T37VCH,0.0011884636423580112,2021-04-105,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210417T085549_20210417T085814_T36VXN,0.0014173447895770718,2021-04-107,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210417T085549_20210417T085814_T37VCG,0.001401429041169646,2021-04-107,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210417T085549_20210417T085814_T37VCH,0.001401429041169646,2021-04-107,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210420T090549_20210420T091051_T36VXN,0.0014404568785438008,2021-04-110,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210420T090549_20210420T091051_T37VCG,0.0014379614663897027,2021-04-110,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210420T090549_20210420T091051_T37VCH,0.0014398504630807668,2021-04-110,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210505T090551_20210505T090552_T36VXN,6.674604399495938e-05,2021-05-125,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210505T090551_20210505T090552_T37VCG,7.128114829007905e-05,2021-05-125,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210505T090551_20210505T090552_T37VCH,7.128114829007905e-05,2021-05-125,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210507T085559_20210507T090045_T36VXN,0.0009049870852012942,2021-05-127,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210507T085559_20210507T090045_T37VCG,0.0008841861921250538,2021-05-127,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210507T085559_20210507T090045_T37VCH,0.0008841861921250538,2021-05-127,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210510T090549_20210510T090751_T36VXN,0.001403092897324689,2021-05-130,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210510T090549_20210510T090751_T37VCG,0.0013887068016699075,2021-05-130,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210510T090549_20210510T090751_T37VCH,0.0013887068016699075,2021-05-130,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210512T085601_20210512T085555_T36VXN,0.0014155621405178328,2021-05-132,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210512T085601_20210512T085555_T37VCG,0.0014141600638253508,2021-05-132,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210512T085601_20210512T085555_T37VCH,0.0014141600638253508,2021-05-132,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210517T085559_20210517T085905_T36VXN,0.001196569495318825,2021-05-137,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210517T085559_20210517T085905_T37VCG,0.0011944023700370533,2021-05-137,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210517T085559_20210517T085905_T37VCH,0.0011944023700370533,2021-05-137,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210520T090559_20210520T091056_T36VXN,0.0013612944977358483,2021-05-140,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210520T090559_20210520T091056_T37VCG,0.0013530881439196578,2021-05-140,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210520T090559_20210520T091056_T37VCH,0.0013530881439196578,2021-05-140,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210527T085559_20210527T090048_T36VXN,0.0014547350895094137,2021-05-147,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210527T085559_20210527T090048_T37VCG,0.0014636694322405633,2021-05-147,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210527T085559_20210527T090048_T37VCH,0.0014636694322405633,2021-05-147,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210604T090601_20210604T090555_T36VXN,0.0012571935579043679,2021-06-155,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210604T090601_20210604T090555_T37VCG,0.0012430251886778152,2021-06-155,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210604T090601_20210604T090555_T37VCH,0.0012430251886778152,2021-06-155,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210606T085559_20210606T090236_T36VXN,0.00022527277899994983,2021-06-157,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210606T085559_20210606T090236_T37VCG,0.00022988703203217982,2021-06-157,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210606T085559_20210606T090236_T37VCH,0.00022988703203217982,2021-06-157,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210609T090559_20210609T090852_T36VXN,0.0012184158896016665,2021-06-160,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210609T090559_20210609T090852_T37VCG,0.0012139871984276178,2021-06-160,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210609T090559_20210609T090852_T37VCH,0.0012139871984276178,2021-06-160,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210611T085601_20210611T085556_T36VXN,0.0012926786071261675,2021-06-162,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210611T085601_20210611T085556_T37VCG,0.001276086934325618,2021-06-162,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210611T085601_20210611T085556_T37VCH,0.0012750413983367893,2021-06-162,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210614T090551_20210614T090554_T36VXN,0.0011984650500765429,2021-06-165,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210614T090551_20210614T090554_T37VCG,0.0011829812090464007,2021-06-165,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210614T090551_20210614T090554_T37VCH,0.0011829812090464007,2021-06-165,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210616T085559_20210616T085556_T36VXN,0.0013442505623221996,2021-06-167,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210616T085559_20210616T085556_T37VCG,0.001340435988703812,2021-06-167,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210616T085559_20210616T085556_T37VCH,0.001340435988703812,2021-06-167,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210619T090559_20210619T091057_T36VXN,0.0011689428533161999,2021-06-170,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210619T090559_20210619T091057_T37VCG,0.0011709354612807574,2021-06-170,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210619T090559_20210619T091057_T37VCH,0.0011709354612807574,2021-06-170,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210621T085601_20210621T085556_T36VXN,0.0011913962647558329,2021-06-172,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210621T085601_20210621T085556_T37VCG,0.0011902999277601898,2021-06-172,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210621T085601_20210621T085556_T37VCH,0.001188718454353814,2021-06-172,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210624T090601_20210624T090555_T36VXN,0.000951766509138323,2021-06-175,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210624T090601_20210624T090555_T37VCG,0.0009712722526031707,2021-06-175,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210624T090601_20210624T090555_T37VCH,0.0009712722526031707,2021-06-175,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210704T090601_20210704T090556_T36VXN,0.0010624271186910998,2021-07-185,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210704T090601_20210704T090556_T37VCG,0.0010890581028471426,2021-07-185,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210704T090601_20210704T090556_T37VCH,0.0010888647982448979,2021-07-185,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210706T085559_20210706T090237_T36VXN,0.0010861716137279228,2021-07-187,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210706T085559_20210706T090237_T37VCG,0.0011107859948557557,2021-07-187,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210706T085559_20210706T090237_T37VCH,0.0011107859948557557,2021-07-187,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210711T085601_20210711T085558_T36VXN,0.00104698982354706,2021-07-192,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210711T085601_20210711T085558_T37VCG,0.0010638596399555995,2021-07-192,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210711T085601_20210711T085558_T37VCH,0.0010638596524099441,2021-07-192,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210714T090601_20210714T090825_T36VXN,0.0010225869508106214,2021-07-195,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210714T090601_20210714T090825_T37VCG,0.0010225036750258713,2021-07-195,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210714T090601_20210714T090825_T37VCH,0.0010225036750258713,2021-07-195,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210716T085559_20210716T085908_T36VXN,1.9467856900642482e-05,2021-07-197,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210716T085559_20210716T085908_T37VCG,2.835262115204139e-05,2021-07-197,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210716T085559_20210716T085908_T37VCH,2.835262115204139e-05,2021-07-197,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210719T090559_20210719T091059_T36VXN,0.0010482788432043925,2021-07-200,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210719T090559_20210719T091059_T37VCG,0.0010377663012867166,2021-07-200,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210719T090559_20210719T091059_T37VCH,0.0010377663012867166,2021-07-200,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210721T085601_20210721T085559_T36VXN,0.001009731290971096,2021-07-202,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210721T085601_20210721T085559_T37VCG,0.001022205008907882,2021-07-202,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210721T085601_20210721T085559_T37VCH,0.001022205008907882,2021-07-202,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210724T090601_20210724T090557_T36VXN,2.230429782488343e-06,2021-07-205,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210726T085559_20210726T090237_T36VXN,0.0006733487569431322,2021-07-207,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210726T085559_20210726T090237_T37VCG,0.0006866049245999582,2021-07-207,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210726T085559_20210726T090237_T37VCH,0.0006866049245999582,2021-07-207,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210803T090601_20210803T090557_T36VXN,2.3709323460223917e-05,2021-08-215,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210803T090601_20210803T090557_T37VCG,2.0629591917567246e-05,2021-08-215,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210803T090601_20210803T090557_T37VCH,2.0629591917567246e-05,2021-08-215,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210805T085559_20210805T090150_T36VXN,0.0007615487813953611,2021-08-217,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210805T085559_20210805T090150_T37VCG,0.0007643427681360545,2021-08-217,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210805T085559_20210805T090150_T37VCH,0.0007643427681360545,2021-08-217,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210808T090559_20210808T090848_T36VXN,2.8872418793558565e-05,2021-08-220,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210808T090559_20210808T090848_T37VCG,2.5725646229939225e-05,2021-08-220,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210808T090559_20210808T090848_T37VCH,2.5725646229939225e-05,2021-08-220,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210818T090559_20210818T091100_T36VXN,0.0002631280263223799,2021-08-230,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210818T090559_20210818T091100_T37VCG,0.0002516943124022366,2021-08-230,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210818T090559_20210818T091100_T37VCH,0.0002516943124022366,2021-08-230,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210820T085601_20210820T085557_T36VXN,0.0001484553368854528,2021-08-232,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210820T085601_20210820T085557_T37VCG,0.00014922201416175588,2021-08-232,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210820T085601_20210820T085557_T37VCH,0.00014922201416175588,2021-08-232,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210823T090601_20210823T090556_T36VXN,7.436732792829953e-05,2021-08-235,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210823T090601_20210823T090556_T37VCG,8.462768118547454e-05,2021-08-235,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210823T090601_20210823T090556_T37VCH,8.462768118547454e-05,2021-08-235,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210825T085559_20210825T085553_T36VXN,3.252542454411508e-05,2021-08-237,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210825T085559_20210825T085553_T37VCG,2.31952439997271e-05,2021-08-237,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029_20210825T085559_20210825T085553_T37VCH,2.31952439997271e-05,2021-08-237,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
